_id,name,type,sub_type,rarity,carry_capacity,buy,sell,description,icon_name,icon_color,account
67075,Type 41 Wyvernator 3,Weapon,Great Sword,2,0,0,0,A special blade designed to kill flying wyverns. A single swing puts man and beast on equal footing.,icon_great_sword,0,0
67076,Type 41 Wyvernator 4,Weapon,Great Sword,2,0,0,0,A special blade designed to kill flying wyverns. A single swing puts man and beast on equal footing.,icon_great_sword,0,0
67077,Type 41 Wyvernator 5,Weapon,Great Sword,2,0,0,0,A special blade designed to kill flying wyverns. A single swing puts man and beast on equal footing.,icon_great_sword,0,0
67078,Remalgalypse 6,Weapon,Great Sword,2,0,0,0,To wield the Type 41 Wyvernator's final form is to abandon one's humanity.,icon_great_sword,0,0
67079,Remalgalypse 7,Weapon,Great Sword,2,0,0,0,To wield the Type 41 Wyvernator's final form is to abandon one's humanity.,icon_great_sword,0,0
67080,Remalgagorgon 8,Weapon,Great Sword,2,0,0,0,== Ultimate Form == The coveted Ultimate Form of the Type 41 Wyvernator.,icon_great_sword,0,0
67329,Khezu Shock Sword 1,Weapon,Great Sword,2,0,0,0,"A sword clad in elemental material, which electrifies the blade.",icon_great_sword,0,0
67330,Khezu Shock Sword 2,Weapon,Great Sword,2,0,0,0,"A sword clad in elemental material, which electrifies the blade.",icon_great_sword,0,0
67331,Khezu Shock Sword 3,Weapon,Great Sword,2,0,0,0,"A sword clad in elemental material, which electrifies the blade.",icon_great_sword,0,0
67332,Khezu Shock Sword 4,Weapon,Great Sword,2,0,0,0,"A sword clad in elemental material, which electrifies the blade.",icon_great_sword,0,0
67333,Khezu Shock Blade 5,Weapon,Great Sword,2,0,0,0,The Khezu Shock Sword's final form. Each swing bathes the land in deadly electricity.,icon_great_sword,0,0
67334,Khezu Shock Blade 6,Weapon,Great Sword,2,0,0,0,The Khezu Shock Sword's final form. Each swing bathes the land in deadly electricity.,icon_great_sword,0,0
67335,Khezu Shock Full 7,Weapon,Great Sword,2,0,0,0,== Ultimate Form == The coveted Ultimate Form of the Khezu Shock Sword.,icon_great_sword,0,0
67585,Defender 1,Weapon,Great Sword,2,0,0,0,A Great Sword that can also serve as a shield. Stresses defensive strength.,icon_great_sword,0,0
67586,Defender 2,Weapon,Great Sword,2,0,0,0,A Great Sword that can also serve as a shield. Stresses defensive strength.,icon_great_sword,0,0
67587,Defender 3,Weapon,Great Sword,2,0,0,0,A Great Sword that can also serve as a shield. Stresses defensive strength.,icon_great_sword,0,0
67588,Defender 4,Weapon,Great Sword,2,0,0,0,A Great Sword that can also serve as a shield. Stresses defensive strength.,icon_great_sword,0,0
67589,Defender 5,Weapon,Great Sword,2,0,0,0,A Great Sword that can also serve as a shield. Stresses defensive strength.,icon_great_sword,0,0
67590,Sentinel 6,Weapon,Great Sword,2,0,0,0,"The Defender's final form. True to its name, Defense is easily what it does best.",icon_great_sword,0,0
67591,Sentinel 7,Weapon,Great Sword,2,0,0,0,"The Defender's final form. True to its name, Defense is easily what it does best.",icon_great_sword,0,0
67592,Sentinel 8,Weapon,Great Sword,2,0,0,0,"The Defender's final form. True to its name, Defense is easily what it does best.",icon_great_sword,0,0
67593,Bastion 9,Weapon,Great Sword,2,0,0,0,== Ultimate Form == The coveted Ultimate Form of the Defender.,icon_great_sword,0,0
67841,Usurper's Storm 1,Weapon,Great Sword,3,0,0,0,A weapon of indelible strength and character. Its might cannot be overstated.,icon_great_sword,0,0
67842,Usurper's Storm 2,Weapon,Great Sword,3,0,0,0,A weapon of indelible strength and character. Its might cannot be overstated.,icon_great_sword,0,0
67843,Usurper's Storm 3,Weapon,Great Sword,3,0,0,0,A weapon of indelible strength and character. Its might cannot be overstated.,icon_great_sword,0,0
67844,Despot's Blackstorm 4,Weapon,Great Sword,3,0,0,0,Become a true lord of thunder with the final form of the Usurper's Storm.,icon_great_sword,0,0
67845,Despot's Blackstorm 5,Weapon,Great Sword,3,0,0,0,Become a true lord of thunder with the final form of the Usurper's Storm.,icon_great_sword,0,0
67846,Despot's Blackstorm 6,Weapon,Great Sword,3,0,0,0,Become a true lord of thunder with the final form of the Usurper's Storm.,icon_great_sword,0,0
67847,Oppressor's Forger 7,Weapon,Great Sword,3,0,0,0,== Ultimate Form == The coveted Ultimate Form of the Usurper's Storm.,icon_great_sword,0,0
68097,Barbaroi Blade 1,Weapon,Great Sword,2,0,0,0,A great blade housing a raging inferno. The lightest swing ignites an epic blaze.,icon_great_sword,0,0
68098,Barbaroi Blade 2,Weapon,Great Sword,2,0,0,0,A great blade housing a raging inferno. The lightest swing ignites an epic blaze.,icon_great_sword,0,0
68099,Barbaroi Blade 3,Weapon,Great Sword,2,0,0,0,A great blade housing a raging inferno. The lightest swing ignites an epic blaze.,icon_great_sword,0,0
68100,Barbaroi Blade 4,Weapon,Great Sword,2,0,0,0,A great blade housing a raging inferno. The lightest swing ignites an epic blaze.,icon_great_sword,0,0
68101,Barbaroi Blade 5,Weapon,Great Sword,2,0,0,0,A great blade housing a raging inferno. The lightest swing ignites an epic blaze.,icon_great_sword,0,0
68102,Crimson Goat 6,Weapon,Great Sword,2,0,0,0,The Barbaroi Blade's final form. Those seared by its crimson blade turn to ash.,icon_great_sword,0,0
68103,Crimson Goat 7,Weapon,Great Sword,2,0,0,0,The Barbaroi Blade's final form. Those seared by its crimson blade turn to ash.,icon_great_sword,0,0
68104,Blood Baph 8,Weapon,Great Sword,2,0,0,0,== Ultimate Form == The coveted Ultimate Form of the Barbaroi Blade.,icon_great_sword,0,0
68353,Iron Sword 1,Weapon,Great Sword,1,0,0,0,"A Great Sword that's seen extended use for ages. Good for beginners, too.",icon_great_sword,0,0
68354,Iron Sword 2,Weapon,Great Sword,1,0,0,0,"A Great Sword that's seen extended use for ages. Good for beginners, too.",icon_great_sword,0,0
68355,Iron Sword 3,Weapon,Great Sword,1,0,0,0,"A Great Sword that's seen extended use for ages. Good for beginners, too.",icon_great_sword,0,0
68356,Iron Sword 4,Weapon,Great Sword,1,0,0,0,"A Great Sword that's seen extended use for ages. Good for beginners, too.",icon_great_sword,0,0
68357,Iron Sword 5,Weapon,Great Sword,1,0,0,0,"A Great Sword that's seen extended use for ages. Good for beginners, too.",icon_great_sword,0,0
68358,Iron Sword 6,Weapon,Great Sword,1,0,0,0,"A Great Sword that's seen extended use for ages. Good for beginners, too.",icon_great_sword,0,0
68359,Iron Sword 7,Weapon,Great Sword,1,0,0,0,"A Great Sword that's seen extended use for ages. Good for beginners, too.",icon_great_sword,0,0
68360,Carbalite Sword 8,Weapon,Great Sword,1,0,0,0,The Iron Sword's final form. Traditional looks belie its impressive strength.,icon_great_sword,0,0
68361,Carbalite Sword 9,Weapon,Great Sword,1,0,0,0,The Iron Sword's final form. Traditional looks belie its impressive strength.,icon_great_sword,0,0
68362,Carbalite Sword 10,Weapon,Great Sword,1,0,0,0,The Iron Sword's final form. Traditional looks belie its impressive strength.,icon_great_sword,0,0
68363,Eltalite Sword 11,Weapon,Great Sword,1,0,0,0,== Ultimate Form == The coveted Ultimate Form of the Iron Sword.,icon_great_sword,0,0
68609,Lagiacrus Blade 1,Weapon,Great Sword,3,0,0,0,An electric blade made using Lagiacrus materials. Danger: high voltage!,icon_great_sword,0,0
68610,Lagiacrus Blade 2,Weapon,Great Sword,3,0,0,0,An electric blade made using Lagiacrus materials. Danger: high voltage!,icon_great_sword,0,0
68611,Lagiacrus Blade 3,Weapon,Great Sword,3,0,0,0,An electric blade made using Lagiacrus materials. Danger: high voltage!,icon_great_sword,0,0
68612,Lagiacrus Blade 4,Weapon,Great Sword,3,0,0,0,An electric blade made using Lagiacrus materials. Danger: high voltage!,icon_great_sword,0,0
68613,High Lagia Blade 5,Weapon,Great Sword,3,0,0,0,"The Lagiacrus Blade's final form is fury incarnate, its thunder commanding awe.",icon_great_sword,0,0
68614,High Lagia Blade 6,Weapon,Great Sword,3,0,0,0,"The Lagiacrus Blade's final form is fury incarnate, its thunder commanding awe.",icon_great_sword,0,0
68615,Exlagia Blade 7,Weapon,Great Sword,3,0,0,0,== Ultimate Form == The coveted Ultimate Form of the Lagiacrus Blade.,icon_great_sword,0,0
68865,Lagia Lightning 1,Weapon,Great Sword,6,0,0,0,A blue Great Sword as mighty as a real Lagiacrus. The thorns signify its anger.,icon_great_sword,0,0
68866,Lagia Lightning 2,Weapon,Great Sword,6,0,0,0,A blue Great Sword as mighty as a real Lagiacrus. The thorns signify its anger.,icon_great_sword,0,0
68867,Lagia Wildfire 3,Weapon,Great Sword,6,0,0,0,The Lagia Lightning's final form. The terror of the sea returns as a Great Sword.,icon_great_sword,0,0
68868,Lagia Wildfire 4,Weapon,Great Sword,6,0,0,0,The Lagia Lightning's final form. The terror of the sea returns as a Great Sword.,icon_great_sword,0,0
68869,Lagia Wildfire 5,Weapon,Great Sword,6,0,0,0,The Lagia Lightning's final form. The terror of the sea returns as a Great Sword.,icon_great_sword,0,0
68870,Lagia Supreme Thunder 6,Weapon,Great Sword,6,0,0,0,== Ultimate Form == The coveted Ultimate Form of the Lagia Lightning.,icon_great_sword,0,0
69121,Plesioth Watercutter 1,Weapon,Great Sword,4,0,0,0,An impressive Great Sword with strong elemental properties. Water shoots from the fin when swung.,icon_great_sword,0,0
69122,Plesioth Watercutter 2,Weapon,Great Sword,4,0,0,0,An impressive Great Sword with strong elemental properties. Water shoots from the fin when swung.,icon_great_sword,0,0
69123,Plesioth Watercutter 3,Weapon,Great Sword,4,0,0,0,An impressive Great Sword with strong elemental properties. Water shoots from the fin when swung.,icon_great_sword,0,0
69124,Plesioth Aquablade 4,Weapon,Great Sword,4,0,0,0,"The Plesioth Watercutter's final form. Like waterfalls, it splashes and hits hard.",icon_great_sword,0,0
69125,Plesioth Aquablade 5,Weapon,Great Sword,4,0,0,0,"The Plesioth Watercutter's final form. Like waterfalls, it splashes and hits hard.",icon_great_sword,0,0
69126,Plesioth Aquablade 6,Weapon,Great Sword,4,0,0,0,"The Plesioth Watercutter's final form. Like waterfalls, it splashes and hits hard.",icon_great_sword,0,0
69127,Plesioth Sea-Reaver 7,Weapon,Great Sword,4,0,0,0,== Ultimate Form == The coveted Ultimate Form of the Plesioth Watercutter.,icon_great_sword,0,0
69377,Plesioth Wave Sword 1,Weapon,Great Sword,6,0,0,0,This high-maintenance top- quality piece is many times stronger than a water beam.,icon_great_sword,0,0
69378,Plesioth Wave Sword 2,Weapon,Great Sword,6,0,0,0,This high-maintenance top- quality piece is many times stronger than a water beam.,icon_great_sword,0,0
69379,Plesioth Wave Blade 3,Weapon,Great Sword,6,0,0,0,Few can tame the mighty waves of the Plesioth Wave Sword's final form.,icon_great_sword,0,0
69380,Plesioth Wave Blade 4,Weapon,Great Sword,6,0,0,0,Few can tame the mighty waves of the Plesioth Wave Sword's final form.,icon_great_sword,0,0
69381,Plesioth Wave Edge 5,Weapon,Great Sword,6,0,0,0,== Ultimate Form == The coveted Ultimate Form of the Plesioth Wave Sword.,icon_great_sword,0,0
69633,Ravager Blade 1,Weapon,Great Sword,3,0,0,0,"A fearsome steel sword with giant, talon-like spikes that protrude from its blade.",icon_great_sword,0,0
69634,Ravager Blade 2,Weapon,Great Sword,3,0,0,0,"A fearsome steel sword with giant, talon-like spikes that protrude from its blade.",icon_great_sword,0,0
69635,Ravager Blade 3,Weapon,Great Sword,3,0,0,0,"A fearsome steel sword with giant, talon-like spikes that protrude from its blade.",icon_great_sword,0,0
69636,Ravager Blade 4,Weapon,Great Sword,3,0,0,0,"A fearsome steel sword with giant, talon-like spikes that protrude from its blade.",icon_great_sword,0,0
69637,Ravager Blade 5,Weapon,Great Sword,3,0,0,0,"A fearsome steel sword with giant, talon-like spikes that protrude from its blade.",icon_great_sword,0,0
69638,Raging Blade 6,Weapon,Great Sword,3,0,0,0,"The Ravager Blade's final form, tough and sharp as it'll ever be.",icon_great_sword,0,0
69639,Raging Blade 7,Weapon,Great Sword,3,0,0,0,"The Ravager Blade's final form, tough and sharp as it'll ever be.",icon_great_sword,0,0
69640,Wrathful Blade 8,Weapon,Great Sword,3,0,0,0,== Ultimate Form == The coveted Ultimate Form of the Ravager Blade.,icon_great_sword,0,0
69889,Lacerator Blade 1,Weapon,Great Sword,4,0,0,0,A Ravager Blade family sword with high Sharpness for those obsessed with slicing.,icon_great_sword,0,0
69890,Lacerator Blade 2,Weapon,Great Sword,4,0,0,0,A Ravager Blade family sword with high Sharpness for those obsessed with slicing.,icon_great_sword,0,0
69891,Devastator Blade 3,Weapon,Great Sword,4,0,0,0,The Lacerator Blade's final form. There's nothing to fear with this in your arsenal.,icon_great_sword,0,0
69892,Devastator Blade 4,Weapon,Great Sword,4,0,0,0,The Lacerator Blade's final form. There's nothing to fear with this in your arsenal.,icon_great_sword,0,0
69893,Exemplar Blade 5,Weapon,Great Sword,4,0,0,0,== Ultimate Form == The coveted Ultimate Form of the Lacerator Blade.,icon_great_sword,0,0
70145,Tactical Blade 1,Weapon,Great Sword,3,0,0,0,"A Ravager Blade family sword with not only high Attack, but lots of Sharpness, too.",icon_great_sword,0,0
70146,Tactical Blade 2,Weapon,Great Sword,3,0,0,0,"A Ravager Blade family sword with not only high Attack, but lots of Sharpness, too.",icon_great_sword,0,0
70147,Tactical Blade 3,Weapon,Great Sword,3,0,0,0,"A Ravager Blade family sword with not only high Attack, but lots of Sharpness, too.",icon_great_sword,0,0
70148,Strategic Blade 4,Weapon,Great Sword,3,0,0,0,The Tactical Blade's final form. Famously decided wars with but a lone swing.,icon_great_sword,0,0
70149,Strategic Blade 5,Weapon,Great Sword,3,0,0,0,The Tactical Blade's final form. Famously decided wars with but a lone swing.,icon_great_sword,0,0
70150,Strategic Blade 6,Weapon,Great Sword,3,0,0,0,The Tactical Blade's final form. Famously decided wars with but a lone swing.,icon_great_sword,0,0
70151,Mastermind Blade 7,Weapon,Great Sword,3,0,0,0,== Ultimate Form == The coveted Ultimate Form of the Tactical Blade.,icon_great_sword,0,0
70401,Hidden Blade 1,Weapon,Great Sword,2,0,0,0,A vastly remodeled Ravager Blade made with Nargacuga parts for improved strength.,icon_great_sword,0,0
70402,Hidden Blade 2,Weapon,Great Sword,2,0,0,0,A vastly remodeled Ravager Blade made with Nargacuga parts for improved strength.,icon_great_sword,0,0
70403,Hidden Blade 3,Weapon,Great Sword,2,0,0,0,A vastly remodeled Ravager Blade made with Nargacuga parts for improved strength.,icon_great_sword,0,0
70404,Hidden Blade 4,Weapon,Great Sword,2,0,0,0,A vastly remodeled Ravager Blade made with Nargacuga parts for improved strength.,icon_great_sword,0,0
70405,Dark of Night 5,Weapon,Great Sword,2,0,0,0,The Hidden Blade's final form. Nobody comes away alive after seeing it.,icon_great_sword,0,0
70406,Dark of Night 6,Weapon,Great Sword,2,0,0,0,The Hidden Blade's final form. Nobody comes away alive after seeing it.,icon_great_sword,0,0
70407,Dark of Night 7,Weapon,Great Sword,2,0,0,0,The Hidden Blade's final form. Nobody comes away alive after seeing it.,icon_great_sword,0,0
70408,Avidya Great Sword 8,Weapon,Great Sword,2,0,0,0,== Ultimate Form == The coveted Ultimate Form of the Hidden Blade.,icon_great_sword,0,0
70657,Buster Sword 1,Weapon,Great Sword,2,0,0,0,A steel Great Sword that's perfect for beginners and admired for its handling.,icon_great_sword,0,0
70658,Buster Sword 2,Weapon,Great Sword,2,0,0,0,A steel Great Sword that's perfect for beginners and admired for its handling.,icon_great_sword,0,0
70659,Buster Sword 3,Weapon,Great Sword,2,0,0,0,A steel Great Sword that's perfect for beginners and admired for its handling.,icon_great_sword,0,0
70660,Buster Sword 4,Weapon,Great Sword,2,0,0,0,A steel Great Sword that's perfect for beginners and admired for its handling.,icon_great_sword,0,0
70661,Buster Sword 5,Weapon,Great Sword,2,0,0,0,A steel Great Sword that's perfect for beginners and admired for its handling.,icon_great_sword,0,0
70662,Buster Sword 6,Weapon,Great Sword,2,0,0,0,A steel Great Sword that's perfect for beginners and admired for its handling.,icon_great_sword,0,0
70663,Buster Blade 7,Weapon,Great Sword,2,0,0,0,"The Buster Sword's final form. Pure, quality steel heightens its Attack.",icon_great_sword,0,0
70664,Buster Blade 8,Weapon,Great Sword,2,0,0,0,"The Buster Sword's final form. Pure, quality steel heightens its Attack.",icon_great_sword,0,0
70665,Buster Falx 9,Weapon,Great Sword,2,0,0,0,== Ultimate Form == The coveted Ultimate Form of the Buster Sword.,icon_great_sword,0,0
70913,Chrome Razor 1,Weapon,Great Sword,4,0,0,0,"A strong, razor-sharp edge (hence the name). This blade hides a secret poison.",icon_great_sword,0,0
70914,Chrome Razor 2,Weapon,Great Sword,4,0,0,0,"A strong, razor-sharp edge (hence the name). This blade hides a secret poison.",icon_great_sword,0,0
70915,Chrome Razor 3,Weapon,Great Sword,4,0,0,0,"A strong, razor-sharp edge (hence the name). This blade hides a secret poison.",icon_great_sword,0,0
70916,Chrome Quietus 4,Weapon,Great Sword,4,0,0,0,The Chrome Razor's final form. Stocked with poison extracted from dragons.,icon_great_sword,0,0
70917,Chrome Quietus 5,Weapon,Great Sword,4,0,0,0,The Chrome Razor's final form. Stocked with poison extracted from dragons.,icon_great_sword,0,0
70918,Chrome Quietus 6,Weapon,Great Sword,4,0,0,0,The Chrome Razor's final form. Stocked with poison extracted from dragons.,icon_great_sword,0,0
70919,Chrome Hell 7,Weapon,Great Sword,4,0,0,0,== Ultimate Form == The coveted Ultimate Form of the Chrome Razor.,icon_great_sword,0,0
71169,Brazenwall 1,Weapon,Great Sword,3,0,0,0,A shining gold blade. Its super-hard edge makes it versatile but hard to wield.,icon_great_sword,0,0
71170,Brazenwall 2,Weapon,Great Sword,3,0,0,0,A shining gold blade. Its super-hard edge makes it versatile but hard to wield.,icon_great_sword,0,0
71171,Brazenwall 3,Weapon,Great Sword,3,0,0,0,A shining gold blade. Its super-hard edge makes it versatile but hard to wield.,icon_great_sword,0,0
71172,Brazenwall 4,Weapon,Great Sword,3,0,0,0,A shining gold blade. Its super-hard edge makes it versatile but hard to wield.,icon_great_sword,0,0
71173,Crimsonwall 5,Weapon,Great Sword,3,0,0,0,Not even blood can dull the brilliant luster on the Brazenwall's final form.,icon_great_sword,0,0
71174,Crimsonwall 6,Weapon,Great Sword,3,0,0,0,Not even blood can dull the brilliant luster on the Brazenwall's final form.,icon_great_sword,0,0
71175,Crimsonwall 7,Weapon,Great Sword,3,0,0,0,Not even blood can dull the brilliant luster on the Brazenwall's final form.,icon_great_sword,0,0
71176,Crimsonwall Zenith 8,Weapon,Great Sword,3,0,0,0,== Ultimate Form == The coveted Ultimate Form of the Brazenwall.,icon_great_sword,0,0
71425,Skraga 1,Weapon,Great Sword,2,0,0,0,A Great Sword resembling the Najarala. Its paralyzing poison does in many monsters.,icon_great_sword,0,0
71426,Skraga 2,Weapon,Great Sword,2,0,0,0,A Great Sword resembling the Najarala. Its paralyzing poison does in many monsters.,icon_great_sword,0,0
71427,Skraga 3,Weapon,Great Sword,2,0,0,0,A Great Sword resembling the Najarala. Its paralyzing poison does in many monsters.,icon_great_sword,0,0
71428,Skraga 4,Weapon,Great Sword,2,0,0,0,A Great Sword resembling the Najarala. Its paralyzing poison does in many monsters.,icon_great_sword,0,0
71429,Grand Skraga 5,Weapon,Great Sword,2,0,0,0,"Once struck by the paralyzing poison on the Skraga's final form, only death remains.",icon_great_sword,0,0
71430,Grand Skraga 6,Weapon,Great Sword,2,0,0,0,"Once struck by the paralyzing poison on the Skraga's final form, only death remains.",icon_great_sword,0,0
71431,Grand Skraga 7,Weapon,Great Sword,2,0,0,0,"Once struck by the paralyzing poison on the Skraga's final form, only death remains.",icon_great_sword,0,0
71432,Medjed Skraga 8,Weapon,Great Sword,2,0,0,0,== Ultimate Form == The coveted Ultimate Form of the Skraga.,icon_great_sword,0,0
71681,Santoku Reaver 1,Weapon,Great Sword,2,0,0,0,A blade made of sharpened Tetsucabra shell. The whorls on the blade affect value.,icon_great_sword,0,0
71682,Santoku Reaver 2,Weapon,Great Sword,2,0,0,0,A blade made of sharpened Tetsucabra shell. The whorls on the blade affect value.,icon_great_sword,0,0
71683,Santoku Reaver 3,Weapon,Great Sword,2,0,0,0,A blade made of sharpened Tetsucabra shell. The whorls on the blade affect value.,icon_great_sword,0,0
71684,Santoku Reaver 4,Weapon,Great Sword,2,0,0,0,A blade made of sharpened Tetsucabra shell. The whorls on the blade affect value.,icon_great_sword,0,0
71685,Santoku Reaver 5,Weapon,Great Sword,2,0,0,0,A blade made of sharpened Tetsucabra shell. The whorls on the blade affect value.,icon_great_sword,0,0
71686,Funayuki Reaver 6,Weapon,Great Sword,2,0,0,0,The Santoku Reaver's final form. Its blade makes the wielder look grimly savage.,icon_great_sword,0,0
71687,Funayuki Reaver 7,Weapon,Great Sword,2,0,0,0,The Santoku Reaver's final form. Its blade makes the wielder look grimly savage.,icon_great_sword,0,0
71688,Kaeruzaki Reaver 8,Weapon,Great Sword,2,0,0,0,== Ultimate Form == The coveted Ultimate Form of the Santoku Reaver.,icon_great_sword,0,0
71937,Toad Bereaver 1,Weapon,Great Sword,5,0,0,0,Almost too strange-looking to be called a Great Sword. This weapon REALLY cooks.,icon_great_sword,0,0
71938,Toad Bereaver 2,Weapon,Great Sword,5,0,0,0,Almost too strange-looking to be called a Great Sword. This weapon REALLY cooks.,icon_great_sword,0,0
71939,Millstone Bereaver 3,Weapon,Great Sword,5,0,0,0,The Toad Bereaver's final form minces through prey like no kitchen knife can.,icon_great_sword,0,0
71940,Millstone Bereaver 4,Weapon,Great Sword,5,0,0,0,The Toad Bereaver's final form minces through prey like no kitchen knife can.,icon_great_sword,0,0
71941,Millstone Bereaver 5,Weapon,Great Sword,5,0,0,0,The Toad Bereaver's final form minces through prey like no kitchen knife can.,icon_great_sword,0,0
71942,Visceral Bereaver 6,Weapon,Great Sword,5,0,0,0,== Ultimate Form == The coveted Ultimate Form of the Toad Bereaver.,icon_great_sword,0,0
