ID,Name
292,Torrent Sac
293,DUMMY 217
294,Thunder Sac
295,Lightning Sac
296,Frost Sac
297,Freezer Sac
298,Dash Extract
299,Pale Extract
300,Monster Bone S
301,Monster Bone M
302,Monster Bone L
303,Mystery Bone
304,Unknown Skull
305,Bone
306,Avian Shoutbone
307,DUMMY 218
308,Monster Bone +
309,Monster Keenbone
310,Monster hardbone
311,Monster slogbne
312,Avian Finebone
313,Jumbo Bone
314,Stoutbone
315,Dragonbone Relic
316,Wyvern Fang
317,Wyvern Claw
318,Wyvern Stone
319,Lrg Wyvern Stone
320,Bird Wyvern Gem
321,Fey Wyvern Gem
322,ElderDragonBlood
323,DUMMY 28
324,Azure Dragongem
325,Azure Drgnsphire
326,Beautiful Scale
327,Shining Starfish
328,Armorfish Morsel
329,Fine Pelt
330,Power Paddle
331,Curved Fang
332,Dragonbone Piece
333,Abalone Piece
334,Fossil Piece
335,Stunning Quill
336,Saturnian
337,Mystic Narwhal
338,Perfect Paddle
339,Moonlight Fang
340,Glittering Scale
341,Giant Skull
342,Atlantis Crab
343,Queen Needle
344,Ancient Skin Oil
345,Flamboyant Quill
346,Eldest Saturnian
347,Queen's Spirit
348,Vermilion Scale
349,Sea-King's Scale
350,Odd Egg
351,Saturnian Trap
352,BugMaker! Pro
353,Funky Pheromones
354,Shroom Germ
355,Shroom Germ +
356,Bizzy Bees
357,Fish Finder
358,Treasure Tracker
359,Spare Spear
360,Pittance Fang
361,Fortune Fang
362,Gold Needle
363,Wyverngold
364,Pirate Booty
365,Steel Egg
366,Silver Egg
367,Golden Egg
368,Kelbi Horn Objet
369,Twstd Horn Objet
370,MohranFang Objet
371,Poogie
372,Eggie Poogie
373,Rath Poogie
374,Sandstone Plant
375,Marshland Plant
376,Snowflake Plant
377,Primshroom Lamp
378,Qurupeco Lamp
379,Sirensea Lamp
380,Oceanic Fountain
381,Bubbly Fountain
382,Magma Fountain
383,Iron Figure
384,Machalite Figure
385,Dragonite Figure
386,Model Sandskiff
387,Model Airship
388,Model Poogieship
389,Guildie (Red)
390,Guildie (Green)
391,Guildie (Blue)
392,Great Poogi
393,Incomplete Crown
394,Crown's Gemstone
395,Dazzling Crown
396,Prize Gold Sword
397,Golden Medallion
398,Kelbi Horn
399,Blue Kelbi Horn
400,Warm Pelt
401,High-qualty Pelt
402,Gargwa Feather
403,DUMMY 29
404,DUMMY 30
405,Anteka Antler
406,DUMMY 31
407,Bnahabra Shell
408,DUMMY 32
409,Bnaha Carapace
410,Bnahabra Wing
411,DUMMY 33
412,Bnahabra Cutwing
413,Bnahabra Spine
414,Altaroth Jaw
415,DUMMY 34
416,Altaroth Stomach
417,Prized Stomach
418,Quality Sac
419,Bullfango Pelt
420,DUMMY 35
421,Bullfango Head
422,Monster Fluid
423,Monster Broth
424,Rhenoplos Shell
425,Rhenoplos Bone
426,Rhenoplos Scalp
427,DUMMY 36
428,Rheno Carapace
429,DUMMY 219
430,Slagtoth Hide+
431,DUMMY 37
432,Big Fin
433,DUMMY 38
434,Quality Fin
435,Giant Fin
436,Sharpened Fang
437,Velvety Hide
438,Sharqskin
439,Jaggi Scale
440,Jaggi Scale +
441,DUMMY 39
442,Jaggi Hide
443,DUMMY 40
444,DUMMY 41
445,Bird Wyvern Fang
446,G. Jaggi Hide
447,G. Jaggi Hide +
448,Great Jaggi Piel
449,G. Jaggi Claw
450,G. Jaggi Claw +
451,DUMMY 42
452,King's Frill
453,Imperial Frill
454,Great Jaggi Head
455,DUMMY 43
456,Baggi Hide
457,Baggi Scale
458,Baggi Scale +
459,DUMMY 44
460,G. Baggi Hide
461,G. Baggi Hide +
462,Great Baggi Piel
463,G. Baggi Claw
464,G. Baggi Claw +
465,DUMMY 45
466,King's Crest
467,Imperial Crest
468,Wroggi Scale
469,Wroggi Scale +
470,DUMMY 46
471,Wroggi Hide
472,Wroggi Fang
473,G. Wroggi Hide
474,G. Wroggi Piel
475,G. Wroggi Hide +
476,G. Wroggi Brace
477,DUMMY 47
478,G. Wroggi Brace +
479,King's Beak
480,Imperial Beak
481,Qurupeco Scale
482,Qurupeco Scale +
483,Qurupeco Shard
484,Qurupeco Feather
485,Lustrous Feather
486,Qurupeco Wing
487,Peco Fellwing
488,Vivid Fellwing
489,Strange Beak
490,Wonderful Beak
491,Alluring Beak
492,Flintstone
493,Quality Flint
494,C. Peco Scale +
495,C. Peco Shard
496,C. Peco Wing
497,C. Peco Fellwing
498,Voltstone
499,High Voltstone
500,Hydro Hide
501,Hydro Hide +
502,DUMMY 48
503,Immature Sponge
504,Quality Sponge
505,Spongy Hide
506,Spongy Hide +
507,Spongy Piel
508,R. Ludroth Scale
509,R. Ludroth Scale +
510,R. Ludroth Shard
511,R. Ludroth Claw
512,R. Ludroth Claw +
513,R. Ludroth Talon
514,R. Ludroth Crest
515,R. Ludroth Crest +
516,Chic Crest
517,R. Ludroth Tail
518,Plum Spongy Hide
519,Plum Spongy Piel
520,P. Ludroth Scale +
521,P. Ludroth Shard
522,P. Ludroth Claw +
523,P. Ludroth Talon
524,Barroth Shell
525,Barroth Carapace
526,Barroth Cortex
527,Barroth Ridge
528,Barroth Ridge +
529,Barroth Chine
530,Barroth Claw
531,Barroth Claw +
532,Barroth Talon
533,Barroth Scalp
534,Barroth Crown
535,Barroth Tail
536,J. Barr Carapace
537,J. Barroth Cortex
538,J. Barroth Ridge +
539,J. Barroth Chine
540,J. Barroth Claw +
541,J. Barroth Talon
542,J. Barroth Scale
543,J. Barroth Crown
544,J. Barroth Tail
545,J. Barroth Lash
546,Frozen Glob
547,DUMMY 49
548,Gobul Hide
549,Gobul Hide +
550,Gobul Piel
551,Gobul Fin
552,Gobul Fin +
553,Fine Gobul Fin
554,Gobul Spike
555,Gobul Spike +
556,Gobul Surspike
557,Gobul Whisker
558,Gobul Kingwhiskr
559,Gobul Lantern
560,Gobul Lantern +
561,Gobul Beacon
562,Rathian Scale
563,Rathian Scale +
564,Rathian Shard
565,Rathian Shell
566,Rathian Carapace
567,Rathian Cortex
568,Rathian Webbing
569,Rathian Spike
570,Rathian Spike +
571,Rathian Surspike
572,Rathian Plate
573,Rathian Mantle
574,Rathian Ruby
575,DUMMY 50
576,P. Rathian Scale +
577,P. Rathian Shard
578,P. Rath Carapace
579,P. Rathian Cortex
580,G. Rathian Shard
581,G. Rathian Cortex
582,G. Rath Surspike
583,Rathalos Scale
584,Rathalos Scale +
585,Rathalos Shard
586,Rathalos Shell
587,Rathalos Carapace
588,Rathalos Cortex
589,Rathalos Webbing
590,Rathalos Fellwing
591,Rathalos Tail
592,Rathalos Lash
593,Rathalos Plate
594,Rathalos Mantle
595,Rathalos Ruby
596,Rath Talon
597,Rath Ripper
598,Rath Marrow
599,Rath Medulla
600,Rath Gleem
601,A. Rath Scale +
602,A. Rathalos Shard
603,A. Rath Carapace
604,A. Rath Cortex
605,A. Rathalos Tail
606,A. Rathalos Lash
607,A. Rathalos Wing
608,S. Rathalos Shard
609,S. Rath Cortex
610,S. Rathalos Lash
611,DUMMY 215
612,DUMMY 51
613,DUMMY 52
614,Gigginox Hide
615,Gigginox Hide +
616,Gigginox Piel
617,Uncanny Hide
618,Uncanny Hide +
619,Gigginox Claw
620,Gigginox Claw +
621,Gigginox Talon
622,DUMMY 53
623,DUMMY 54
624,Fearsome Maw
625,Venom Gland
626,Grim Venom Gland
627,Foul Venom Gland
628,B. Giggi Hide +
629,B. Giggi Piel
630,B. Giggi Claw +
631,B. Giggi Talon
632,Lagiacrus Scale
633,Lagiacrus Scale +
634,Lagiacrus Shard
635,Shell Shocker
636,Shell Shocker +
637,Deathly Shocker
638,Lagiacrus Hide
639,Lagiacrus Hide +
640,Lagiacrus Claw
641,Lagiacrus Claw +
642,Lagiacrus Talon
643,Lagiacrus Talon
644,Lagiacrus Flail
645,Lagiacrus Horn
646,Lagiacrus Horn +
647,Lagia Sapphire
648,Lagiacrus Mantle
649,Lagiacrus Plate
650,I. Lagi Scale +
651,I. Lagi Shard
652,I. Lagi Shocker +
653,I. Lagi D-Shocker
654,I. Lagi Hide +
655,I. Lagi Piel
656,DUMMY 55
657,DUMMY 56
658,DUMMY 57
659,DUMMY 58
660,I. Lagi Horn +
661,I. Lagi Hardhorn
662,DUMMY 59
663,DUMMY 60
664,DUMMY 61
665,A. Lagi Shard
666,A. Lagi D-Shocker
667,A. Lagi Piel
668,DUMMY 62
669,DUMMY 63
670,A. Lagi Hardhorn
671,A. Lagi Dynamo
672,Barioth Shell
673,Barioth Carapace
674,Barioth Cortex
675,Barioth Pelt
676,Barioth Pelt +
677,Barioth Fur
678,Barioth Claw
679,Barioth Claw +
680,Barioth Talon
681,Barioth Spike
682,DUMMY 64
683,Barioth Tail
684,Barioth Lash
685,Amber Tusks
686,Amber Tusks +
687,Hvy Amber Tusks
688,S. Bari Carapace
689,S. Barioth Cortex
690,S. Barioth Pelt +
691,S. Barioth Fur
692,S. Barioth Claw +
693,S. Barioth Talon
694,S. Barioth Tail
695,S. Barioth Lash
696,Indigo Tusks +
697,Hvy Indigo Tusks
698,Rugged Pleura
699,Rugged Pleura +
700,Diablos Shell
701,Diablos Carapace
702,Diablos Cortex
703,Diablos Ridge
704,Diablos Ridge +
705,Diablos Chine
706,Diablos Tailcase
707,DUMMY 65
708,Diablos Fang
709,Twisted Horn
710,Majestic Horn
711,Stout Horn
712,Diablos Marrow
713,Diablos Medulla
714,B. Diab Carapace
715,B. Diablos Cortex
716,B. Diablos Ridge +
717,B. Diablos Chine
718,DUMMY 66
719,DUMMY 67
720,Blackcurl Horn
721,Blackcurl Horn +
722,Uragaan Scale
723,Uragaan Scale +
724,Uragaan Shard
725,Uragaan Shell
726,Uragaan Carapace
727,Uragaan Cortex
728,Uragaan Jaw
729,Uragaan Jaw +
730,Uragaan Scute
731,Uragaan Scute +
732,Uragaan Marrow
733,Uragaan Ruby
734,Uragaan Pallium
735,S. Uragaan Scale +
736,S. Uragaan Shard
737,S. Urag Carapace
738,S. Uragaan Cortex
739,S. Uragaan Maw
740,S. Uragaan Jaw +
741,S. Uragaan Scute
742,S. Uragaan Scute +
743,Uroktor Scale
744,Uragaan Scale +
745,Supple Piel
746,Agnaktor Scale
747,DUMMY 68
748,Agnaktor Shell
749,Agnak Carapace
750,Agnaktor Hide
751,Agnaktor Hide +
752,Agnaktor Piel
753,Agnaktor Claw
754,Agnaktor Claw +
755,Agnaktor Talon
756,Agnaktor Fin
757,Agnaktor Fin +
758,Fine Agnak Fin
759,Agnaktor Beak
760,DUMMY 69
761,Agnaktor Tail
762,DUMMY 70
763,Scalding Pleura +
764,Scorching Pleura
765,G. Agnak Carapace
766,G. Agnak Cortex
767,G. Agnak Hide +
768,G. Agnak Piel
769,G. Agnak Claw +
770,G. Agnak Talon
771,G. Agnak Fin +
772,Fine G. Agnak Fin
773,G. Agnak Beak
774,DUMMY 71
775,G. Agnak Tail
776,DUMMY 72
777,Dewy Pleura +
778,Drenched Pleura
779,Ceadeus Scale
780,Ceadeus Hide
781,Ceadeus Fur
782,Ceadeus Tail
783,Crooked Horn
784,Luminous Organ
785,Deep Dragongem
786,G. Ceadeus Shard
787,G. Ceadeus Coat
788,G. Ceadeus Fur
789,DUMMY 73
790,Crooked Hardhorn
791,DUMMY 74
792,Dark Dragongem
793,DUMMY 75
794,Mohran Scale +
795,DUMMY 76
796,Mohran Carapace
797,DUMMY 77
798,Mohran Brace +
799,DUMMY 209
800,Sturdy Fang +
801,Earth Dragongem
802,DUMMY 78
803,H. Jhen Shard
804,DUMMY 79
805,H. Jhen Rocksin
806,DUMMY 80
807,H. Jhen Allbrace
808,DUMMY 81
809,Deific Fang
810,Earth Drgnsphire
811,Deviljho Scale
812,Deviljho Shard
813,Deviljho Hide
814,Deviljho Coat
815,Deviljho Fang
816,Vile Fang
817,Deviljho Talon
818,Deviljho Ripper
819,Deviljho Scale
820,DUMMY 82
821,Deviljho Tail
822,Deviljho Flail
823,Deviljho Saliva
824,Black Blood
825,Deviljho Gem
826,Deviljho Crook
827,Alatreon Scute
828,Alatreon Pallium
829,Alatreon Plate
830,Alatreon Mantle
831,Alatreon Talon
832,Alatreon Ripper
833,Alatreon Webbing
834,Alatreo Direwing
835,Alatreon Tail
836,Alatreo Diretail
837,Brkn Skypiercer
838,DUMMY 83
839,Skypiercer
840,Skyswayer
841,Arzuros Pelt
842,Arzuros Pelt +
843,DUMMY 84
844,Arzuros Shell
845,Arzuros Carapace
846,Arzuros Cortex
847,Arzuros Brace
848,Arzuros Brace +
849,Arzuros Allbrace
850,Lagombi Pelt
851,Lagombi Pelt +
852,Lagombi Fur
853,Lagombi Ear
854,Lagombi Ear +
855,Lagombi Auricle
856,Lagombi Plastron
857,Lagombi Plastron +
858,DUMMY 85
859,Lagombi Claw
860,Lagombi Claw +
861,DUMMY 86
862,Volvidon Shell
863,Volvi Carapace
864,Volvidon Cortex
865,Volvidon Claw
866,Volvidon Claw +
867,Volvidon Talon
868,Volvi Rickrack
869,DUMMY 87
870,Nibelsnarf Shell
871,Nibel Carapace
872,Nibel Cortex
873,Nibelsnarf Hide
874,Nibelsnarf Hide +
875,Nibelsnarf Piel
876,Nibelsnarf Claw
877,Nibelsnarf Claw +
878,Nibelsnarf Talon
879,Nibelsnarf Scalp
880,DUMMY 88
881,Vivid Fluid
882,Brilliant Fluid
883,Dazzling Fluid
884,DUMMY 89
885,Zinogre Carapace
886,Zinogre Cortex
887,DUMMY 90
888,Zinogre Shocker +
889,Zin Eletrofur +
890,DUMMY 91
891,Zinogre Horn +
892,Zinogre Hardhorn
893,DUMMY 92
894,Zinogre Claw +
895,Zinogre Talon
896,Zinogre Tail
897,Zinogre Lash
898,DUMMY 94
899,Zin Eletrofur
900,Zin D-Shocker
901,DUMMY 208
902,Zinogre Jasper
903,Zin Skymerald
904,S. Zin Cortex
905,S. Zin Dragonhair
906,S. Zin Hardhorn
907,S. Zinogre Talon
908,S. Zinogre Lash
909,S. Zin Dragnshell
910,S. Zin Skymerald
911,Nargacuga Scale +
912,Nargacuga Shard
913,Nargacuga Mantle
914,DUMMY 95
915,Nargacuga Fur
916,Nargacuga Tail
917,Nargacuga Lash
918,Narga Tailspike
919,Narga Tailspear
920,DUMMY 96
921,Narga Razor +
922,Nargacuga Fang +
923,Hvy Narga Fang
924,Narga Medulla
925,DUMMY 97
926,G. Narga Shard
927,DUMMY 98
928,G. Narga Dapples
929,DUMMY 99
930,G. Narga Razor +
931,DUMMY 100
932,Hvy G. Narga Fang
933,L. Narga Shard
934,L. Narha Dapples
935,L. Narga Razor
936,Hvy L. Narga Fang
937,Duramboros Shell
938,Duram Carapace
939,Duram Cortex
940,Duram Mossplate
941,Hard Mossplate
942,Heavy Mossplate
943,Duramboros Hump
944,Marbled Hump
945,Duram Tailcase
946,Duram Tailcase +
947,Duram Hardtail
948,Duramboros Horn
949,Duramboros Horn +
950,Duram Hardhorn
951,Duram Tailbone
952,Duram Sacrum
953,Durambolite
954,R. Duram Shell
955,R. Duram Plate
956,DUMMY 101
957,R. Duram Hardtail
958,DUMMY 102
959,DUMMY 103
960,Lrg Lobstershell
961,DUMMY 105
962,Plesioth Fang +
963,Hvy Plesio Fang
964,Plesioth Scale +
965,Plesioth Shard
966,Plesioth Fin +
967,Fine Plesio Fin
968,DUMMY 105
969,G. Plesio Shard
970,DUMMY 107
971,Fine G. Plesi Fin
972,Brach Carapace
973,Brach Cortex
974,Brach Ebonshell
975,Brach Ebonshell +
976,DUMMY 108
977,DUMMY 109
978,Brach Scalp
979,Brach Scalp +
980,Mystery Slime
981,Glowing Slime
982,Brach Pounder
983,Brach Pounder +
984,Brachydios Tail
985,DUMMY 110
986,Brachydios Gem
987,Brach Pallium
988,Miralis Scale
989,Miralis Fireback
990,Miralis Fireclaw
991,DUMMY 111
992,DUMMY 112
993,Miralis Evil Eye
994,DUMMY 113
995,Miralis Hellwing
996,DUMMY 114
997,DUMMY 115
998,Miralis Smelter
999,Immortal Heart
1000,DUMMY 116
1001,Gushing Magma
1002,Dire Dragongem
1003,Rustshard
1004,Ancient Shard
1005,Rusted Fragment
1006,Large Fragment
1007,Slender Fragment
1008,Long Fragment
1009,Map
1010,First-aid Med
1011,Ration
1012,DUMMY
1013,Mini Whetstone
1014,EZ Shock Trap
1015,EZ Flash Bomb
1016,EZ Sonic Bomb
1017,EZ Max Potion
1018,EZ Pitfall Trap
1019,Mini Oxy Supply
1020,EZ Barrel Bomb L
1021,Ballista Ammo
1022,Ballista Binder
1023,DUMMY 117
1024,Cannon Ammo
1025,Anti-dragon Bomb
1026,Torch
1027,Paw Pass Ticket
1028,Royal Honey
1029,Unique Mushroom
1030,Choice Mushroom
1031,Ripened Mushroom
1032,Great Shroom
1033,Super Sprout
1034,DUMMY 118
1035,DUMMY 119
1036,Silverfish
1037,DUMMY 120
1038,DUMMY 121
1039,Goldenfish
1040,Royal Rhino
1041,Divine Rhino
1042,Silver Cricket
1043,Gold Cricket
1044,Auristone Piece
1045,Auristone Chunk
1046,Balmstone Piece
1047,Balmstone Chunk
1048,Crystal Bone
1049,Golden Bone
1050,Bloodstone
1051,Deep Bloodstone
1052,Coal
1053,Volatile Coal
1054,Wyvern Egg
1055,Herbivore Egg
1056,Gargwa Egg
1057,Gold Gargwa Egg
1058,DUMMY 206
1059,Powderstone
1060,Gargwa Guano
1061,White Liver
1062,Slagtoth Oil
1063,Popo Tongue
1064,Secret Stash
1065,Round Acorn
1066,Fine Stomach
1067,Luminous Stomach
1068,Giggi Extract
1069,Monster Guts
1070,Red Coral Stone
1071,Wyvern Tear
1072,Lrg Wyvern Tear
1073,Beast Tear
1074,Lrg Beast Tear
1075,Bird Coin
1076,DUMMY 122
1077,DUMMY 123
1078,DUMMY 124
1079,DUMMY 125
1080,DUMMY 126
1081,DUMMY 127
1082,Leviathan Coin
1083,DUMMY 128
1084,DUMMY 129
1085,DUMMY 130
1086,DUMMY 131
1087,DUMMY 214
1088,Pinnacle Coin
1089,Hunter King Coin
1090,Voucher
1091,Gourmet Voucher
1092,Sharq Ticket
1093,DUMMY 132
1094,DUMMY 133
1095,Thunderclap Diploma
1096,DUMMY
1097,DUMMY
1098,DUMMY 134
1099,Shadowed Edge
1100,Medal Voucher L
1101,Lion's Claw
1102,Conqueror's Seal
1103,DUMMY 135
1104,Commendation
1105,DMMY 136
1106,Pawprint Stamp
1107,Aquaglow Jewel
1108,Sunspire Jewel
1109,Bloodrun Jewel
1110,Lazurite Jewel
1111,Paralysis Jwl 1
1112,Paralysis Jwl 2
1113,Pep Jewel 1
1114,Pep Jewel 2
1115,Steadfast Jwl 1
1116,Standfast Jwl 1
1117,Antidote Jewel 1
1118,Antidote Jewel 2
1119,Tracker Jewel 1
1120,Trekker Jewel 1
1121,Ninja Jewel 1
1122,Vitality Jewel 1
1123,Recovery Jewel 1
1124,Recovery Jewel 2
1125,Razor Jewel 1
1126,Razor Jewel 3
1127,Handicraft Jwl 2
1128,Handicarft Jwl 3
1129,Fencer Jewel 1
1130,Fencer Jewel 3
1131,Expert Jewel 1
1132,Expert Jewel 2
1133,Expert Jewel 3
1134,Grinder Jewel 1
1135,Ironwall Jewel 1
1136,Ironwall Jewel 2
1137,Shield Jewel 1
1138,Shield Jewel 2
1139,Quickload Jwl 1
1140,Quickload Jwl 2
1141,Absorber Jewel 1
1142,Absorber Jewel 3
1143,Forceshot Jwl 1
1144,Forceshot Jwl 3
1145,Pierce Jewel 1
1146,Pierce Jewel 3
1147,Pellet Jewel 1
1148,Pellet Jewel 3
1149,ShotPlus Jewel 1
1150,ShotPlus Jewel 2
1151,PiercePlus Jwl 1
1152,DUMMY 137
1153,PelletPlus Jwl 1
1154,CragPlus Jewel 1
1155,ClustPlus Jwl 1
1156,Disabler Jewel 1
1157,Disabler Jewel 2
1158,Element Jewel 1
1159,Element Jewel 3
1160,Bombardier Jwl 1
1161,DUMMY 138
1162,Hungerless Jwl 1
1163,Metabolism Jwl 1
1164,Attack Jewel 1
1165,Attack Jewel 2
1166,Attack Jewel 3
1167,Defense Jewel 1
1168,Defense Jewel 2
1169,Protection Jwl 1
1170,Asylum Jewel 1
1171,Earplug Jewel 1
1172,Earplug Jewel 3
1173,Alarm Jewel 1
1174,Friendship Jwl 1
1175,Friendship Jwl 2
1176,Transportr Jwl 1
1177,Fire Res Jewel 1
1178,Water Res Jwl 1
1179,Ice Res Jewel 1
1180,ThunderRes Jwl 1
1181,Dragon Res Jwl 1
1182,Heat Res Jewel 1
1183,Cold Res Jewel 1
1184,Wind Res Jewel 1
1185,Wind Res Jewel 2
1186,DUMMY 139
1187,Gathering Jwl 1
1188,Spree Jewel 1
1189,Blessing Jewel 1
1190,Fate Jewel 1
1191,Fate Jewel 3
1192,DUMMY 140
1193,Psychic Jewel 1
1194,Medicine Jewel 1
1195,Medicine Jewel 2
1196,Professor Jwl 1
1197,Factory Jewel 1
1198,Evasion Jewel 1
1199,Evasion Jewel 2
1200,Potential Jwl 1
1201,Potential Jwl 2
1202,Enduring Jewel 1
1203,Sprinter Jewel 1
1204,Sprinter Jewel 3
1205,Capacity Jewel 2
1206,Capacity Jewel 3
1207,Sniper Jewel 1
1208,Gobbler Jewel 1
1209,Gobbler Jewel 3
1210,Carver Jewel 1
1211,Carver Jewel 3
1212,Footing Jewel 1
1213,Tectonic Jewel 1
1214,DUMMY 141
1215,Jumping Jewel 1
1216,DUMMY 142
1217,Draw Jewel 1
1218,Draw Jewel 2
1219,Trapmaster Jwl 1
1220,Physique Jewel 1
1221,Physique Jewel 2
1222,Capture Jewel 1
1223,Capture Jewel 3
1224,Perception Jwl 1
1225,Charger Jewel 1
1226,Charger Jewel 3
1227,Fresh Air Jwl 1
1228,Stopflow Jewel 1
1229,Swimmer Jewel 1
1230,Diver Jewel 1
1231,Gambit Jewel 1
1232,Gambit Jewel 3
1233,Resistor Jewel 1
1234,Release Jewel 2
1235,Catalyst Jewel 3
1236,Fortitude Jwl 1
1237,Fortitude Jwl 2
1238,Salvo Jewel 1
1239,Salvo Jewel 3
1240,Dungmaster Jwl 1
1241,Torchlight Jwl 1
1242,(No Mask)
